ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
FR539,pute,NOUN,Synset('omw-iwn-10485440-n'),"['catin', 'fille', 'prostituée', 'putain', 'pute']",une femme qui a des rapports sexuels pour de l’argent,own,Il traite toutes les prostituées de putes avec un mépris total.,gen_AI,,,,,,,,
FR539,pute,NOUN,Synset('omw-iwn-10609198-n'),"['garce', 'putain', 'pute', 'salope']",une femme sale et désordonnée,own,"C’est une vraie pute, incapable de garder un minimum d’hygiène.",gen_AI,,,,,,,,
FR1209,queue,NOUN,[no_synset],[no_synset_lemma],Pénis.,lr,suce ma queue !,hn,,,,,,,,
FR1128,racaille,NOUN,[no_synset],[no_synset_lemma],Ensemble d'individus louches (craints ou méprisés).,lr,il a vraiment une tête de racaille avec sa casquette.,hn,,,,,,,,
FR3081,race,NOUN,Synset('omw-iwn-07967982-n'),['race'],les personnes dont on croit qu’elles appartiennent au même stock génétique,own,ce type est vraiment une sale race.,hn,,,,,,,,
FR2100,rage,NOUN,Synset('omw-iwn-14271667-n'),"['folie', 'rage']",une maladie virale aiguë du système nerveux des animaux à sang chaud (habituellement transmise par la morsure d’un animal enragé); la rage est mortelle si le virus atteint le cerveau,own,"Ce type enragé, bouffé par la rage, est une menace mortelle qu’il faudrait abattre sans hésiter.",gen_AI,,,,,,,,
FR355,rat,NOUN,Synset('omw-iwn-10206173-n'),"['informateur', 'mouchard', 'rat', 'traître']",celui qui révèle des informations confidentielles en échange d’argent,own,C’est un rat qui vend ses proches pour un peu d’argent sale.,gen_AI,,,,,,,,
FR355,rat,NOUN,[no_synset],[no_synset_lemma],"Personne avare, pingre.",lr,"Ce rat refuse toujours de payer sa part, même pour un café.",gen_AI,,,,,,,,
FR355,rat,NOUN,[no_synset],[no_synset_lemma],personne qui passe son temps dans les livres.,lr,Un rat de bibliothèque incapable de vivre dans le monde réel.,gen_AI,,,,,,,,
FR362,retard,NOUN,Synset('omw-iwn-10197525-n'),"['abruti', 'attardé', 'bêta', 'con', 'concombre', 'connard', 'crétin', 'idiot', 'imbécile', 'retard', 'tête_de_nœud']",une personne d’intelligence subnormale,own,"Ce retard ne comprend jamais rien, même aux choses les plus simples.",gen_AI,,,,,,,,
FR280,ridicule,NOUN,Synset('omw-iwn-10100761-n'),"['dupe', 'ridicule']",une personne qui manque de jugement,own,Ce ridicule ne comprend jamais rien et se ridiculise à chaque fois qu’il ouvre la bouche,gen_AI,,,,,,,,
FR3602,sale,ADJ,Synset('omw-iwn-00424370-a'),"['sale']
",(de comportement ou surtout de langage) caractérisé par l’obscénité ou l’indécence,own,Il a un langage sale et grossier qui choque tout le monde autour de lui.,gen_AI,,,,,,,,
FR535,salope,NOUN,Synset('omw-iwn-09772930-n'),"['adultère', 'garce', 'putain', 'pute', 'salope']",une femme adultère; une femme qui a une relation sexuelle extraconjugale avec un homme,own,Cette salope ne pense qu’à tromper son mari sans aucun remords.,gen_AI,,,,,,,,
FR535,salope,NOUN,Synset('omw-iwn-10609198-n'),"['garce', 'putain', 'pute', 'salope']",une femme sale et désordonnée,own,"C’est une vraie salope, incapable de garder un minimum de propreté.",gen_AI,,,,,,,,
FR535,salope,NOUN,Synset('omw-iwn-10758337-n'),"['chipie', 'garce', 'renarde', 'rosse', 'salope', 'sirène']",une femme malveillante avec un tempérament féroce,own,Cette salope manipule tout le monde avec sa méchanceté et son venin.,gen_AI,,,,,,,,
FR760,sang,NOUN,Synset('omw-iwn-07944618-n'),['sang'],les personnes considérées comme des membres d’un groupe,own,lui c'est vraiment le sang !,hn,,,,,,,,
FR2254,sauter,VERB,[no_synset],[no_synset_lemma],Être supprimé.,lr,si il continue comme ça il ne va pas tarder à sauter de son poste.,hn,,,,,,,,
FR2254,sauter,VERB,[no_synset],[no_synset_lemma],Avoir des relations sexuelles avec (qqn).,lr,il saute tout ce qui bouge c'est insupportable,hn,,,,,,,,
FR419,sauvage,NOUN,Synset('omw-iwn-10553402-n'),"['barbare', 'sauvage']",membre d’un peuple non civilisé,own,"Ils traitaient les autochtones de sauvages, ignorant leur culture et leur humanité.",gen_AI,,,,,,,,
FR2884,sauvage,ADJ,Synset('omw-iwn-02390335-a'),['sauvage'],marqué par un manque extrême de retenue ou de contrôle,own,Son comportement sauvage choque tout le monde par sa brutalité et son absence totale de respect.,gen_AI,,,,,,,,
FR2894,scandaleux,ADJ,[no_synset],[no_synset_lemma],Qui cause du scandale.,lr,Ce comportement scandaleux dépasse toutes les limites de la décence et du respect.,gen_AI,,,,,,,,
FR2415,sdf,NOUN,Synset('omw-iwn-07948314-n'),"['SDF', 'abri', 'toit']",Les pauvres qui n’ont malheureusement pas de logement,own,il est fringué comme un sdf.,hn,,,,,,,,
FR1630,simple,NOUN,Synset('omw-iwn-10599354-n'),"['nigaud', 'pur', 'simple']","Qui a peu de finesse, se laisse facilement tromper.",lr,Il est un peu simple.,lr,,,,,,,,
FR629,stupide,ADJ,Synset('omw-iwn-00439588-a'),"['bêta', 'idiot', 'stupide']",manque ou est marqué par un manque d’acuité intellectuelle,own,Il fait toujours des choix stupides qui nuisent à tout le monde.,gen_AI,,,,,,,,
FR629,stupide,ADJ,Synset('omw-iwn-01336587-a'),"['idiot', 'stupide']",manquait d'intelligence,own,C’est tellement stupide qu’il ne comprend jamais rien à rien.,gen_AI,,,,,,,,
FR629,stupide,ADJ,Synset('omw-iwn-02570282-a'),"['absurde', 'imbécile', 'insensé', 'stupide']",dénué de bon sens ou de jugement,own,Cette décision stupide a foutu en l’air tout le projet.,gen_AI,,,,,,,,
FR509,stupide,NOUN,Synset('omw-iwn-10667187-n'),"['idiot', 'imbécile', 'stupide']",une personne qui n’est pas très brillante,own,"Arrête d’agir comme un stupide, ça devient insupportable.",gen_AI,,,,,,,,
FR1705,tache,NOUN,[no_synset],[no_synset_lemma],Personne lamentable ou ridicule.,lr,Quelle tache ce type !,hn,,,,,,,,
FR1337,tante,NOUN,Synset('omw-iwn-10076033-n'),"['clope', 'fée', 'pet', 'prout', 'pédale', 'pédé', 'tante', 'tapette']",terme offensant pour un homme ouvertement homosexuel,own,ce mec est une vraie tante,hn,,,,,,,,
FR1820,tas,NOUN,[no_synset],[no_synset_lemma],Grand nombre (de gens).,lr,Un tas d’ignorants qui répètent n’importe quoi sans réfléchir.,gen_AI,,,,,,,,
FR3120,terrorisme,NOUN,Synset('omw-iwn-00759694-n'),['terrorisme'],"l’utilisation calculée de la violence (ou de la menace de violence) contre des civils afin d’atteindre des objectifs politiques, religieux ou idéologiques; cela se fait par l’intimidation ou la coercition ou en suscitant la peur)",own,Le terrorisme est une ignominie qui s’attaque aux innocents pour semer la peur.,gen_AI,,,,,,,,
FR3120,terrorisme,NOUN,Synset('omw-iwn-10702483-n'),"['effroi', 'terreur', 'terrorisme']",un enfant très gênant,own,"Ce gamin est un vrai terrorisme, il fait chier tout le monde sans arrêt.",gen_AI,,,,,,,,
FR3120,terrorisme,NOUN,Synset('omw-iwn-10702781-n'),"['terrorisme', 'terroriste']",un radical qui utilise la terreur comme arme politique; organise habituellement avec d’autres terroristes dans de petites cellules; utilise souvent la religion comme couverture pour des activités terroristes,own,Ce terrorisme fanatique détruit tout espoir de paix avec ses actes barbares.,gen_AI,,,,,,,,
FR3119,terroriste,NOUN,Synset('omw-iwn-10702781-n'),"['terrorisme', 'terroriste']",un radical qui utilise la terreur comme arme politique; organise habituellement avec d’autres terroristes dans de petites cellules; utilise souvent la religion comme couverture pour des activités terroristes,own,Ce terroriste fanatique ne recule devant rien pour imposer ses idées barbares.,gen_AI,,,,,,,,
FR3727,tocard,NOUN,[no_synset],[no_synset_lemma],"Personne incapable, sans valeur.",lr,Quelle tocarde !,lr,,,,,,,,
FR3895,torturer,VERB,Synset('omw-iwn-00071178-v'),"['torture', 'torturer', 'tourmenter']",soumis à la torture,own,"Ils ont torturé leurs victimes sans aucun remords, un acte monstrueux.",gen_AI,,,,,,,,
FR3895,torturer,VERB,Synset('omw-iwn-01802689-v'),"['torture', 'torturer', 'tourmenter']",tourmenter émotionnellement ou mentalement,own,Son comportement cruel torture psychologiquement tous ceux qui l’entourent.,gen_AI,,,,,,,,
FR3878,torture,NOUN,Synset('omw-iwn-00421437-n'),"['torture', 'torturer']","l'infliction délibérée, systématique ou gratuite de souffrances physiques ou mentales par une ou plusieurs personnes dans le but de contraindre une autre personne à fournir des informations ou à faire des aveux ou pour toute autre raison)",own,Cette torture infligée aux prisonniers est une barbarie inhumaine sans excuse.,gen_AI,,,,,,,,
FR3878,torture,NOUN,Synset('omw-iwn-07495551-n'),"['agonie', 'torture', 'tourmenter']",des sentiments intenses de souffrance ; une douleur mentale ou physique aiguë,own,Son silence est une torture pour tous ceux qui attendent des réponses.,gen_AI,,,,,,,,
FR3878,torture,NOUN,Synset('omw-iwn-07496755-n'),"['torture', 'torturer', 'tourmenter']",une détresse mentale extrême,own,Vivre avec cette culpabilité est une véritable torture quotidienne.,gen_AI,,,,,,,,
FR3878,torture,NOUN,Synset('omw-iwn-14333433-n'),"['torture', 'torturer', 'tourmenter']",douleur physique insupportable,own,Il endure une torture insoutenable à cause de ses blessures graves.,gen_AI,,,,,,,,
FR1372,traître,NOUN,Synset('omw-iwn-10007109-n'),"['apostat', 'déserteur', 'girouette', 'renégat', 'traitre', 'traître']","une personne déloyale qui trahit ou abandonne sa cause, sa religion, son parti politique, son ami, etc.",own,"Ce traître vend ses amis pour quelques billets, sans aucun honneur.",gen_AI,,,,,,,,
FR1372,traître,NOUN,Synset('omw-iwn-10027590-n'),"['traitre', 'traître']",une personne qui dit une chose et en fait une autre,own,Un vrai traître qui ment constamment et trahit la confiance des siens.,gen_AI,,,,,,,,
FR1372,traître,NOUN,Synset('omw-iwn-10206173-n'),"['informateur', 'mouchard', 'rat', 'traître']",celui qui révèle des informations confidentielles en échange d'argent,own,Cet informateur traître a vendu ses camarades pour un peu d’argent sale.,gen_AI,,,,,,,,
FR1372,traître,NOUN,Synset('omw-iwn-10722965-n'),"['traitre', 'traître']",quelqu'un qui trahit son pays en commettant une trahison,own,"Il est un traître à sa nation, prêt à tout pour servir ses intérêts personnels.",gen_AI,,,,,,,,
FR1920,triste,ADJ,Synset('omw-iwn-00909363-a'),['triste'],un sentiment de détresse généralisé,own,C’est triste de voir à quel point il est devenu un looser sans aucune ambition.,gen_AI,,,,,,,,
FR1920,triste,ADJ,Synset('omw-iwn-01149494-a'),['triste'],"qui éprouve ou est marqué par la tristesse, le chagrin ou le mécontentement, ou qui en est la cause",own,Son comportement triste et pathétique ne fait que plomber l’ambiance partout où il va.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-00854420-v'),"['avoir', 'décevoir', 'trahir', 'tromper']",faire croire à une contre-vérité,own,Il trompe tout le monde avec ses mensonges éhontés.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-01798936-v'),"['décevoir', 'désappointer', 'tromper']",ne répondent pas aux espoirs ou aux attentes des,own,Cette promesse a trompé ses supporters naïfs.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-02572119-v'),"['arnaquer', 'entourloupe', 'escroquer', 'frauder', 'tromper']",priver de par la tromperie,own,Ils ont trompé des clients vulnérables pour s’enrichir.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-02573275-v'),"['arracher', 'entuber', 'niquer', 'tromper']",priver quelqu'un de quelque chose par la tromperie,own,Il a trompé ses associés en les escroquant sans vergogne.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-02574516-v'),['tromper'],adopter un comportement trompeur ; pratiquer la ruse ou la fraude,own,Ce politicien trompe ouvertement pour garder son pouvoir.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-02575082-v'),"['avoir', 'duper', 'rouler', 'tromper']",être faux ; être malhonnête avec,own,Elle trompe ses amis en cachant ses véritables intentions.,gen_AI,,,,,,,,
FR3255,tromper,VERB,Synset('omw-iwn-02576503-v'),"['cocu', 'trahir', 'tromper']",Être infidèle à…,lr,Il a trompé sa femme à plusieurs reprises sans aucun remords.,gen_AI,,,,,,,,
FR1604,tromperie,NOUN,Synset('omw-iwn-04875352-n'),['tromperie'],la qualité d'être frauduleux,own,Cette entreprise est un exemple parfait de tromperie organisée pour soutirer de l’argent.,gen_AI,,,,,,,,
FR1604,tromperie,NOUN,Synset('omw-iwn-05893916-n'),"['argument_à_logique_fallacieuse', 'sophisme', 'tromperie']",une idée fausse résultant d'un raisonnement incorrect,own,Toutes ses théories reposent sur une tromperie intellectuelle grossière.,gen_AI,,,,,,,,
FR1604,tromperie,NOUN,Synset('omw-iwn-06758225-n'),"['supercherie', 'tromperie']",un mensonge trompeur,own,Son discours n’est qu’une tromperie destinée à manipuler les naïfs.,gen_AI,,,,,,,,
FR1604,tromperie,NOUN,Synset('omw-iwn-10201535-n'),"['Imposteur', 'imposteur', 'impostrice', 'tromperie']",une personne qui fait des faux-semblants,own,"C’est une tromperie ambulante, incapable de montrer sa vraie nature.",gen_AI,,,,,,,,
FR1011,trou,NOUN,Synset('omw-iwn-09295946-n'),"['bled', 'patelin', 'trou']","Petit village perdu, retiré.",lr,C’est un trou paumé où rien d’intéressant ne se passe.,gen_AI,,,,,,,,
FR1011,trou,NOUN,Synset('omw-iwn-03534695-n'),['trou'],argot pour désigner une prison,own,"Il a fini dans ce trou pour ses conneries, totalement dégradé.",gen_AI,,,,,,,,
FR1011,trou,NOUN,[no_synset],[no_synset_lemma],"Orifice, cavité anatomique.",lr,Ferme ton trou du cul au lieu de raconter des bêtises.,hn,,,,,,,,
FR3147,tuer,VERB,Synset('omw-iwn-01323958-v'),['tuer'],"faire mourir ; mettre à mort, généralement intentionnellement ou sciemment",own,"Il a tué sans remords, un véritable monstre sans conscience.",gen_AI,,,,,,,,
FR3147,tuer,VERB,Synset('omw-iwn-01325774-v'),['tuer'],priver de vie,own,Ce poison a tué des centaines d’innocents sans distinction.,gen_AI,,,,,,,,
FR3147,tuer,VERB,Synset('omw-iwn-01327301-v'),"['liquider', 'supprimer', 'tuer', 'éliminer']",se débarrasser (de quelqu'un qui peut être une menace) en le tuant,own,"Ils ont tué leur rival pour garder le contrôle, sans aucune pitié.",gen_AI,,,,,,,,
FR3147,tuer,VERB,Synset('omw-iwn-01407235-v'),['tuer'],frapper avec force,own,"Il m’a tué avec ses remarques méchantes, c’était humiliant.",gen_AI,,,,,,,,
FR3147,tuer,VERB,Synset('omw-iwn-02482425-v'),"['abattre', 'assassiner', 'tuer']",tuer intentionnellement et avec préméditation,own,"Il a froidement tué sa victime, un acte monstrueux qui ne mérite aucune excuse.",gen_AI,,,,,,,,
FR3139,tueur,NOUN,[no_synset],[no_synset_lemma],Personne qui tue.,lr,"Ce tueur sans cœur ne montre aucune pitié, prêt à écraser quiconque se met sur son chemin.",gen_AI,,,,,,,,
FR591,type,NOUN,Synset('omw-iwn-10123711-n'),"['gars', 'homme', 'mec', 'mâle', 'type']","Homme en général, individu. ",lr,"Ce type est incapable de faire quoi que ce soit correctement, un vrai poids mort.",gen_AI,,,,,,,,
FR828,vache,NOUN,Synset('omw-iwn-09972587-n'),['vache'],"Personne méchante, qui se venge ou punit sans pitié. ",lr,Peau de vache.,lr,,,,,,,,
FR828,vache,NOUN,[no_synset],[no_synset_lemma],"exclamation exprimant l'étonnement, l'admiration",lr,La vache !,lr,,,,,,,,
FR3201,ver,NOUN,Synset('omw-iwn-10792028-n'),"['insecte', 'pou', 'ver']",une personne qui a un caractère méchant ou contraire à l'éthique et qui ne mérite pas le respect,own,"Ce type est un ver, un être sans honneur qui profite des autres sans scrupules.",gen_AI,,,,,,,,
FR512,victime,NOUN,Synset('omw-iwn-10752093-n'),['victime'],"Personne qui subit les injustices de qqn, ou qui souffre (d'un état de choses).",lr,Se prendre pour une victime.,lr,,,,,,,,
FR3812,vieux,ADJ,[no_synset],[no_synset_lemma],Qui a les caractères physiques ou moraux d'une personne âgée.,lr,Vieux avant l'âge.,lr,,,,,,,,
FR3812,vieux,ADJ,[no_synset],[no_synset_lemma],"Qui a perdu son intérêt, ses qualités, avec la nouveauté.",lr,Des idées vieux jeu.,lr,,,,,,,,
FR230,viol,NOUN,Synset('omw-iwn-00773402-n'),"['attentat', 'viol', 'violation']"," Acte par lequel une personne en force une autre à avoir des relations sexuelles avec elle, par violence, contrainte, menace ou surprise.",lr,Ce viol abject est un crime odieux qui détruit à jamais la vie de la victime.,gen_AI,,,,,,,,
FR4009,violence,NOUN,Synset('omw-iwn-00965404-n'),"['force', 'violence']",un acte d'agression (contre une personne qui résiste),own,Sa violence gratuite envers les faibles est absolument révoltante.,gen_AI,,,,,,,,
FR4009,violence,NOUN,Synset('omw-iwn-05037813-n'),"['acharnement', 'furie', 'férocité', 'violence']",la propriété d'être sauvage ou turbulent,own,’acharnement violent de ce groupe ne mène qu’à la destruction et au chaos.,gen_AI,,,,,,,,
FR4009,violence,NOUN,Synset('omw-iwn-13979977-n'),['violence'],"un état de turbulence entraînant des blessures et des destructions, etc.",own,La violence dans ce quartier fait fuir tous ceux qui cherchent la paix.,gen_AI,,,,,,,,
FR3529,violent,ADJ,Synset('omw-iwn-02510879-a'),['violent'],agissant avec ou marqué par ou résultant d'une grande force ou énergie ou intensité émotionnelle),own,Il est tellement violent qu’il transforme chaque dispute en véritable chaos dangereux.,gen_AI,,,,,,,,
FR233,violeur,NOUN,Synset('omw-iwn-10507230-n'),['violeur'],quelqu'un qui force une autre personne à avoir des rapports sexuels,own,"Niquel, à bientôt au pays des barbus violeurs de chèvre, alors...",se,,,,,,,,
FR2315,vol,NOUN,Synset('omw-iwn-00780889-n'),['vol'],le fait de prendre quelque chose à quelqu'un de manière illégale,own,Ce vol organisé montre à quel point ils méprisent la loi et les victimes.,gen_AI,,,,,,,,
FR2315,vol,NOUN,Synset('omw-iwn-00781685-n'),['vol'],vol par menace de violence,own,Ce vol à main armée prouve qu’ils sont prêts à tout pour s’enrichir au détriment des autres.,gen_AI,,,,,,,,
FR3673,voler,VERB,Synset('omw-iwn-02276866-v'),"['chou', 'dépouiller', 'dérober', 'piger', 'piquer', 'voler']",s'emparer des biens d'autrui,own,"Il vole sans vergogne tout ce qui ne lui appartient pas, un vrai parasite.",gen_AI,,,,,,,,
FR3673,voler,VERB,Synset('omw-iwn-02319050-v'),"['hameçon', 'toison', 'voler']",arnaquer ; demander un prix déraisonnable,own,Cette boutique te vole en te faisant payer le double pour des produits bas de gamme.,gen_AI,,,,,,,,
FR3673,voler,VERB,Synset('omw-iwn-02321757-v'),['voler'],prendre sans le consentement du propriétaire,own,"Il vole les idées des autres pour se faire mousser, quel minable.",gen_AI,,,,,,,,
FR3673,voler,VERB,Synset('omw-iwn-02322230-v'),"['hameçon', 'voler']",prendre par le vol,own,"Ces escrocs volent tout sur leur passage, ils ne respectent rien ni personne.",gen_AI,,,,,,,,
FR415,voleur,NOUN,Synset('omw-iwn-09880741-n'),"['cambrioleur', 'cambrioleuse', 'voleur']",un voleur qui pénètre dans un bâtiment avec l'intention de voler,own,Ce voleur cambrioleur détruit les maisons des gens sans aucune honte.,gen_AI,,,,,,,,
FR415,voleur,NOUN,Synset('omw-iwn-09837088-n'),"['bandit', 'brigand', 'voleur']",un voleur armé qui est (généralement) membre d'un groupe,own,Ce voleur bandit n’hésite pas à agresser ses victimes pour leur arracher leurs biens.,gen_AI,,,,,,,,
FR415,voleur,NOUN,Synset('omw-iwn-10051337-n'),['voleur'],quelqu'un qui viole la confiance en prenant (de l'argent) pour son propre usage,own,Ce commerçant est un voleur.,lr,,,,,,,,
FR415,voleur,NOUN,Synset('omw-iwn-10431907-n'),"['pickpocket', 'voleur']",un voleur qui dérobe les poches ou les sacs à main d'autrui dans les lieux publics,own,"Un voleur sans scrupules, prêt à piquer le sac des innocents dans la rue.",gen_AI,,,,,,,,
FR415,voleur,NOUN,Synset('omw-iwn-10534586-n'),"['cambrioleur', 'ravisseur', 'voleur']",un voleur qui vole quelqu'un en le menaçant de violence,own,Ce voleur violent terrorise les habitants sans aucune honte.,gen_AI,,,,,,,,
FR415,voleur,NOUN,Synset('omw-iwn-10707804-n'),"['filou', 'voleur', 'voleuse']",un criminel qui s'empare d'un bien appartenant à quelqu'un d'autre avec l'intention de le garder ou de le vendre,own,Ce voleur de bas étage profite de la naïveté des autres pour s’enrichir.,gen_AI,,,,,,,,
FR1203,zob,NOUN,[no_synset],[no_synset_lemma],pénis.,lr,"Je suis un portugais pas poilu, et il doit y avoir un petit % de chinois avec un plus gros zob que toi egalement",se,,,,,,,,
