hurtlex_ID,lemma,POS,ERIS_score,definition_category,definition_el,definition_en,synonyms_el,synonyms_en,examples,aikia_offensive_score,hurtlex_category
EL1856,λείψανο,NOUN,0.3,Object,υπόλειμμα υλικού ή άυλου συνόλου από παρελθόντα χρόνο,remnant : surviving fragment of something past,"['υπόλειμμα', 'απομεινάρι', 'ερείπιο']","['remnant', 'relic (object)', 'vestige']",Φεύγω ιερό λείψανο. Γεια σου τώρα. Εμετούλης,,cds
EL1856,λείψανο,NOUN,0.3,Person,υβριστικός χαρακτηρισμός για άτομο εξαιρετικά αδύνατο και χλωμό,walking skeleton : extremely emaciated person,"['σκιές ανθρώπου', 'κουφάρι']","['skeleton', 'wreck', 'shadow of oneself']","username username Ε φυσικά , αφου εφαγε τις φάπες του από την ανακρίτρια είπε να ανοίξει τα προφίλ του ο Πιθηκομορφος για να πει τις μπούρδες του εκ νέου Μααααακη… τα υπογλώσσια να πάρεις είσαι και λείψανο … μη μας μείνεις …#Πατρα",0.62,cds
EL1068,λέρα,NOUN,0.62,Object,συσσωρευμένη βρωμιά ή λίγδα που καλύπτει επιφάνεια,layer of grime or filthy substance,"['βρωμιά', 'λίγδα', 'μούργα']","['filth', 'grime', 'dirt']",Μεγαλύτερη λέρα από τον αιλληνα δεν υπάρχει στον κόσμο,,cds
EL1068,λέρα,NOUN,0.62,Person,"άτομο θεωρούμενο παλιάνθρωπος, ανήθικος ή αχρείος",despicable person deemed immoral or vile,"['καθίκι', 'παλιάνθρωπος', 'τσόγλαν', 'λεχρίτης']","['scumbag', 'bastard', 'low-life', 'scoundrel']",username username Άλλη λερα κ ο Βλάχος ο κακομουτσουνος,0.71,cds
EL2253,λερωμένος,VERB,0.23,State,"Κατάσταση κατά την οποία το σώμα ή ένα αντικείμενο φέρει ορατά ίχνη βρομιάς, λεκέδες ή στίγματα",dirty: covered with visible soil or stains,"['βρόμικος', 'μουτζουρωμένος', 'καταλασπωμένος']","['dirty', 'stained', 'grubby']",«Θα τις βάλεις μία κάτω από την ντουλάπα και μπροστά θα στοιβάξεις τα λερωμένα.,0.34,dmc
EL2253,λερωμένος,VERB,0.23,Behavioral_Trait,"Ιδιότητα κατά την οποία η υπόληψη ή το κύρος κάποιου έχει κηλιδωθεί από σκάνδαλα, ατασθαλίες ή αδικίες, προκαλώντας αμφιβολίες για την ειλικρίνεια ή το ήθος του",tainted: morally or reputationally compromised by wrongdoing,"['ατιμασμένος', 'μπλεγμένος', 'κηλιδωμένος']","['tainted', 'compromised', 'dirty']","Φορούσα ένα παλιό λερωμένο νυχτικό, γιατί ο Μαρίκακας κρύωνε ν' απλώσει και απόφευγε επιμελώς το πλύσιμο.",0.25,dmc
EL2253,λερωμένος,VERB,0.23,Person,"Πρόσωπο του οποίου το σώμα ή τα ρούχα είναι εμφανώς καλυμμένα με βρομιά, λάσπη ή άλλο ρύπο",dirty: physically covered with dirt or filth,"['βρόμικος', 'μουτζουρωμένος', 'λασπωμένος']","['dirty', 'filthy', 'grubby']",Ισπανόφωνος ραλίστας περιστασιακός τραγουδιστής με κακό γούστο στο ντύσιμο σαπιοκοιλιάς  και λερωμένος με λάδια από τα λίπη που χλαπάκιασε.  Ο τέλειος ιδιοκτήτης για το σωματείο χάρτινων κλόουν που συνήθισε να μας κουβαλάει τα κύπελλα. #AEKPAOK,,dmc
EL846,λεσβία,NOUN,0.72,Person,γυναίκα που αισθάνεται ερωτική έλξη προς γυναίκες,woman sexually attracted to women,"['ομοφυλόφιλη', 'λεσβιάννα', 'γκέι']","['lesbian', 'gay woman', 'dyke']",Θα πρέπει να της τον ρίξω από δίπλα για να μου λυθούν δυο απορίες μαζί: αν πράγματι ξέρει κάτι για τους Αλβανούς και μου το κρύβει κι αν είναι λεσβία.,0.69,or
EL846,λεσβία,NOUN,0.72,Person,Χαρακτηρισμός για απαξίωση και στιγματισμό απέναντι σε γυναίκα ως ύβρης,dyke (slur) : disparaging term for lesbian woman,"['ανώμαλη (υβρ.)', 'πουτάνα']>","['dyke', 'lesbo']","Μόλις ακούσετε ότι μια γυναίκα κυκλοφορεί μόνη, τη δηλώνετε λεσβία».",0.69,or
EL433,λέτσος,NOUN,0.67,Person,"άνρθρωπος εμφανισιακά απεριποίητος και βρόμικος, που προκαλεί αποστροφή",shabby filthy man causing disgust,"['ατημέλητος', 'ξεπεσμένος', 'σαρμάς', 'βρωμιάρης']","['slob', 'tramp', 'scruff', 'mess']",Κατεβαίνω στο περίπτερο σαν το λέτσο και σκέφτομαι ευτυχώς που δεν ζω Θεσσαλονίκη να πρέπει να περάσω πρώτα από κομμωτήριο ????,0.52,cds
EL682,λεχρίτης,NOUN,0.82,Person,"άτομο θεωρούμενο ηθικά ευτέλες, ύπουλο ή και βρόμικο",ragged filthy person despised by others,"['καθίκι', 'παλιάνθρωπος', 'λέρα']","['ragamuffin', 'derelict', 'bum']","Παντως παιδια...αφησε τον παππα για εναν λεχριτη η παπαδια,ειχε κανει και φυλακη...#papadia",0.58,qas
EL248,ληστεία,NOUN,0.59,Event,εγκληματική πράξη αφαίρεσης περιουσίας με απειλή ή βία,crime of taking property by threat or force,"['κλοπή', 'αρπαγή', 'διάρρηξη']","['robbery', 'heist', 'hold-up']","«Αφού έκανες ληστεία και βρήκες τον υπολογιστή, τότε κάπου τον πούλησες.",0.52,re
EL246,ληστής,NOUN,0.69,Person,άτομο που αφαιρεί ξένη περιουσία με χρήση βίας ή απειλής,person who robs using force or threat,"['κλέφτης', 'κακοποιός', 'απατεώνας', 'αρπακτικό']","['robber', 'bandit', 'thief', 'mugger']","Καλοβαλμένο ληστή, ελαφρώς ματαιόδοξο ψάχνουν στο Κολοράντο  #Eidiseis #News",0.5,cds
EL246,ληστής,NOUN,0.69,Person,άτομο ή οργανισμός που αποσπά χρήματα ή αξία με καταχρηστικές χρεώσεις ή αισχροκέρδεια,predatory profiteer : entity that gouges others for gain,"['αρπακτικό', 'φορομπήχτης', 'αισχροκερδής']","['racketeer', 'predator', 'extortionist']","username username username username Πιο βιαιοι από τους ληστές δυτικούς δεν ήταν ρώτα Ινδούς Ινδονησίους Κονγκολεζους Αλγερινους και γενικά όπου είχαν αποικίες,Βρετανοί Γαλλοι Βελγοι Ολλανδόι Πορτογάλοι και πάει λέγοντας εκατομμύρια θύματα και πλούτος κλεμμενος",0.56,cds
EL346,λιμοκοντόρος,NOUN,0.72,Person,"μειωτικός χαρακτηρισμός για νεαρό, συνήθως φτωχό και κοκαλιάρικο, που ντύνεται επιδεικτικά προσποιούμενος τον κοσμικό γόη",dandyish weak man seen as useless loafer,"['φλώρος', 'ψευτοκύριος', 'χαρτογιακάς', 'κηφήνας']","['dandy', 'fop', 'pretty boy', 'loafer']",Το πρόβλημα είναι ότι είναι ακόμη έξω ο λοιμοκοντορος,,cds
EL1438,λογοκλοπή,NOUN,0.46,Event,αντιγραφή ξένης πνευματικής εργασίας και παρουσίασή της ως προσωπικού δημιουργήματος,copying someone else’s work and presenting it as one’s own,"['πνευματική κλοπή', 'κλοπή πνευματικής ιδιοκτησίας', 'λογοκλοπία']","['plagiarism', 'copying', 'intellectual theft']","Σκέψου τώρα, η Ρένα Δούρου username να κατηγορείτο ότι έκανε εκτεταμένη λογοκλοπή σε εργασία της…",0.47,re
EL2466,λύσσα,NOUN,0.48,Behavioral_Trait,"ακραίος θυμός ή μανιώδης επιθυμία για κάτι, που εκδηλώνεται με ένταση λόγου ή πράξης",state of furious rage and aggression,"['μανία', 'οργή', 'πώρωση']","['rabies', 'fury', 'rage']","Μετά, συμπληρώνει με λύσσα.",0.43,re
EL2466,λύσσα,NOUN,0.48,State,ιική νόσος του νευρικού συστήματος που μεταδίδεται με δάγκωμα θηλαστικών και καταλήγει σχεδόν πάντα σε θάνατο χωρίς έγκαιρο εμβολιασμό,rabies : deadly viral encephalitis spread by saliva of infected mammals,"['ραβιολύση', 'λύσσωμα']",['rabies'],Το είχα βρει εγω και το είχα βάλει στο γραφείο της κυρίας μαζί με το δικό της» Δεν πρόλαβε να τελειώσει τη φράση της η Ελεονώρα κοα ο Ραμόν είχε πεταχτεί στην άλλη κάμαρα και ανακάτεψε με λύσσα τα χαρτιά της Μυρτώς χωρίς να βρει εκείνο που ήταν πλέον σίγουρος ότι το είχε πάρει η κόρη του.,0.33,re
EL2109,λυσσομανώ,VERB,0.39,Event,ενεργώ με αλλεπάλληλες εκρήξεις θυμού και βίαιης έντασης,act furiously with repeated violent outbursts,"['μαινόμενος', 'αφρίζω', 'ξεσπάω']","['rage', 'foam at the mouth', 'rave']","@username και στην τελική έτσι λυσσομανώ για Ελεονώρα,Λιάγκα που μ'έχουν μπλοκάρει μονο&μόνο γιατί τους είπα την αποψη μου...",,an
EL2109,λυσσομανώ,VERB,0.39,Repetitive_Action,"ενεργώ ή κινούμαι με παρατεταμένη, αχαλίνωτη μανία· λέγεται για ανθρώπους, ζώα ή φυσικά φαινόμενα.",rage (v.) : act with relentless fury,"['λυσσάω', 'μανιάζω', 'αφρίζω']","['rage', 'storm', 'rampage']","Έξω λυσσομανάει ένας βοριάς, που έχει ρίξει δυο γλάστρες στο απέναντι μπαλκόνι.",0.21,an
EL1693,λωποδύτης,ADJ,0.95,Person,"κλέφτης που αφαιρεί αντικείμενα κρυφά, συχνά από τσέπες περαστικών",pickpocket who stealthily steals items,"['πορτοφολάς', 'κλέφτης', 'απατεώνας']","['pickpocket', 'thief', 'crook', 'stealer']","Ποτέ ξανά στους ψεύτες, τυχοδιώκτες και λωποδύτες που λυμαίνονται την πατρίδα μας. Πότε πια σε λαϊκιστές και δημαγωγούς που υπόσχονται τα πάντα στους πάντες.",0.82,dmc
EL1693,λωποδύτης,ADJ,0.95,Person,"άτομο ή φορέας που αποσπά χρήμα ή αξία με δόλια μέσα, καταχρηστικές χρεώσεις ή φορολογική αυθαιρεσία",crook : swindler who profits dishonestly,"['απατεώνας', 'κλέφτης', 'αρπακτικό']","['crook', 'swindler', 'rip-off merchant']","username Φώφη με τα 500 μύρια που χρωστάει ΠΑΣΟΚ και ΝΔ, σώζονται τα ΕΛΤΑ και η ΔΕΗ μαζί. Αλλά εσείς αλλάζετε ΑΦΜ σαν τους λωποδύτες τους ποδοσφαίρου ρίχνοντας πιστόλι.",0.53,dmc
EL343,μάγκας,NOUN,0.25,Person,"άνδρας (ή και γυναίκα) του δρόμου που προβάλλει θάρρος, εξυπνάδα και ικανότητα να επιβιώνει σε δυσκολίες, συχνά εκτός επίσημων κανόνων· χρησιμοποιείται τόσο θαυμαστικά όσο και ουδέτερα",man showing street-smart boldness and macho swagger,"['παλικάρι', 'νταής', 'αντράκι', 'ζόρικος']","['tough guy', 'street smart', 'braggart', 'macho man']",Ο πιο μάγκας εργοδότης: Έδωσε όλο το ποσό από το τραπέζι στη σερβιτόρα γιατί ήταν αγενείς και τη μείωναν -,0.54,cds
EL343,μάγκας,NOUN,0.25,Person,άτομο που καυχιέται για ανύπαρκτη γενναιότητα ή επιτυχίες,poser : swaggering braggart without real grit,"['ψευτόμαγκας', 'καυχησιάρης', 'φανφαρόνος']","['poser', 'wannabe tough guy', 'blowhard']",Μουγκα για βιωσιμότητα του χρέους....αυτά είναι μόνο για πολιτικούς ...κι ο Δένδιας κουνιέται τάχα τζάμπα μάγκες ....χεσμενα ανθρωπάκος είναι,0.86,cds
EL590,μάζα,NOUN,0.21,Person,άτομο με υπερβολικό βάρος και άμορφη εμφάνιση που θεωρείται νωθρό,overweight shapeless person,"['βούβαλος', 'βόδι', 'σακί', 'τούβλο']","['fatso', 'blob', 'lump', 'slob']",Ο Γιάννος έχει ανταλλάξει εγκεφαλικά κύτταρα με μυϊκή μάζα. #MasterChefGR,0.64,cds
EL590,μάζα,NOUN,0.21,Person,πολύς λαός ή ανώνυμη κοινωνική ομάδα που παρουσιάζεται ως πνευματικά άβουλη και εύκολα χειραγωγήσιμη,mob : undifferentiated crowd seen as mindless,"['όχλος', 'αγέλη', 'πλήθος']","['mob', 'the masses', 'rabble']",username username username Αγαπητή να σου θυμίσω ότι εσύ πρώτη ασχολήθηκες με το σχόλιό μου.Επίσης να σου τονίσω το αυτονόητο:χωρίς σωστά επιχειρήματα δεν πέφτει καμία κυβέρνηση.Με τα καφενειακά επιχειρήματα απλώς συσπειρώνεται κ εκτονώνεται η μάζα των φανατικών.Καλή συνέχεια,0.62,cds
EL2107,μαίνομαι,VERB,0.31,Event,βρίσκομαι σε κατάσταση ανεξέλεγκτης οργής και επιθετικότητας,to rage uncontrollably,"['αφρίζω', 'λυσσάω', 'εξαγριώνομαι', 'αγριεύω']","['rage', 'fume', 'go berserk', 'rampage']","Απλά αναρωτιόμουν πώς καταλαβαίνω αν χρειάζεται να πάρω άλλη δόση από το φάρμακο; (Την δεύτερη που κρατάς στα μάγουλα για 30 λεπτά.) Μαίνομαι από περίπου 4-5 ώρες αφού το πήρα, έχω κράμπες και έχω περάσει μερικά μικρότερα θρόμβους αίματος.",,an
EL2107,μαίνομαι,VERB,0.31,Repetitive_Action,"ενεργώ ή εκδηλώνομαι με αδιάκοπη, άγρια ένταση· για πρόσωπα, καιρικά ή άλλα φαινόμενα",rage : act with relentless fury or violence,"['λυσσομανώ', 'μανιάζω', 'φρυάζω']","['rage', 'storm', 'rampage']",Μαίνεται ανεξέλεγκτη η φωτιά στην Εύβοια - Ήχησε νέο 112 | ΤΟ ΒΗΜΑ,,an
EL2321,μαινόμενος,VERB,0.36,Person,που βρίσκεται σε έξαλλη κατάσταση βίαιης οργής,"furious, raging person","['εξαγριωμένος', 'λυσσασμένος', 'αγριεμένος', 'ξέφρενος']","['raging', 'furious', 'berserk', 'rabid']","PrasiaOnline: ΤΩΡΑ-Μπακογιάννης:""Kαρφής μαινόμενος κατά πάντων""..",0.45,ps
EL2321,μαινόμενος,VERB,0.36,Person,"έντονα οργισμένος ή ορμητικός, σαν να κινείται χωρίς φρένο· λέγεται για ζώα, φυσικά φαινόμενα ή πλήθη",raging : acting with extreme fury or violence,"['μανιασμένος', 'λυσσασμένος', 'αγριεμένος']","['raging', 'frenzied', 'rampaging']",Αιγιάλεια: Μαινόμενος εισέβαλλε σε σχολείο για έναν…σκύλο!,,ps
EL446,μαλάκας,NOUN,0.77,Person,υβριστικός χαρακτηρισμός για άτομο που θεωρείται ανόητος ή ενοχλητικός,offensive term for a foolish or irritating man,"['βλάκας', 'ηλίθιος', 'κάφρος', 'κόπανος', 'χαζός']","['jerk', 'asshole', 'moron', 'idiot', 'dumbass']","«Το ξέρω ότι είσαι μαλάκας» του απαντώ με το βλέμμα πάντα, «αλλά σε χρειάζομαι».",0.72,asm
EL446,μαλάκας,NOUN,0.77,Person,"οικεία, συχνά φιλική προσφώνηση ανάμεσα σε νέους· δηλώνει εξοικείωση, όχι πάντα προσβολή","dude (vulgar) : mate, buddy","['φίλε', 'ρε μεγάλε']","['dude', 'mate']","«Ρε μαλάκα, καταλαβαίνεις πού έμπλεξες;» του λέει ο Δερμιτζάκης.",0.76,asm
EL2154,μαλακία,NOUN,0.66,Event,πράξη αυτοϊκανοποίησης των γεννητικών οργάνων,masturbation : self-stimulation of genitals,"['αυνανισμός', 'αυτοϊκανοποίηση']","['masturbation', 'wanking']","Σημαντικό είναι να περιμένουμε 5' μετά τη μαλακία μέχρι να κατουρήσουμε, έτσι ώστε να στραγγίσει καλά η τσουτσούνα και να αποφύγουμε φαινόμενα κατουροχύματος.",0.88,cds
EL2154,μαλακία,NOUN,0.66,Event,"ανόητη ή ατυχής κουβέντα, ενέργεια ή απόφαση",stupid thing : foolish statement or act,"['βλακεία', 'πατάτα', 'γκάφα']","['nonsense', 'bullshit', 'blunder']",username Για ποιο λόγο. Να προστάτεψε ο τους σαουδαραβες από τις επιθέσεις της αεροπορίας της Υεμένης; Ή για τον μικρό ψυχρό πόλεμο που έχουν με το Ιράν και στέλνουμε δυνάμεις του στρατού εκεί. Μας περισσεύουν λεφτά για τέτοιες μαλακιες γαμω τον Χριστό σου ρε ανικανε φασιστα;,1,cds
EL2154,μαλακία,NOUN,0.66,Behavioral_Trait,χαρακτηρισμός για νοητικής ανεπάρκειας ή συνεχούς ανοησίας,idiocy : persistent stupidity,"['βλακεία', 'αμβλύνοια', 'σαχλαμάρα']","['idiocy', 'stupidity']",username Που τερματίζει η μαλακία των οργάνων της ΕΕ μάλλον δε θα μάθουμε ποτέ... πάντα θα υπάρχει λίγη ακόμα.,0.81,cds
EL2149,μανιασμένος,VERB,0.54,Person,που επιτίθεται ή κινείται με ανεξέλεγκτη βία και πάθος,person acting with frenzied violence,"['λυσσασμένος', 'εξαγριωμένος', 'αγριεμένος', 'φρενιασμένος']","['frenzied', 'rabid', 'raging', 'berserk']","Μη με βάζετε, βρε παιδιά, να τα ρίχνω τα ρημάδια γιατί καμιά φορά βγαίνουν αληθινά κι έχω τύψεις... Έρχεται, που λέτε, ένας Νταβίκος μανιασμένος σαν ταύρος.",0.65,re
EL2149,μανιασμένος,VERB,0.54,Behavioral_Trait,"κατέχoµενος από βίαιη οργή ή ακάθεκτη ένταση (πρβλ. «μάνια»), ιδίως για ζώο ή φυσικό φαινόμενο",raging : acting with extreme fury or violence,"['μανιασμένος', 'λυσσασμένος', 'αγριεμένος']","['raging', 'frenzied', 'rampaging']",Ήταν ένας πεντακάθαρος μανιασμένος βοριάς.,0.07,re
EL405,μαρτυριάρης,ADJ,0.25,Person,πρόσωπο που αποκαλύπτει μυστικά ή πληροφορίες που του εμπιστεύτηκαν,tattletale who reveals secrets,"['κάρφας', 'ρουφιάνος', 'καρφί', 'κουτσομπόλης']","['snitch', 'tattletale', 'blabbermouth', 'tell-tale']","Ο Ντίνος που ήταν πάντα μαρτυριάρης, έτρεχε και το 'λεγε στη μαμά, κι εκείνη κουνούσε το κεφάλι της με θλίψη κι έλεγε πως δεν καταλαβαίνει πώς ήταν δυνατόν να βγει απ' τη δική της την κοιλιά τόσο σκληρό κορίτσι.",0.54,ddp
EL2399,μαρτύριο,NOUN,0.46,State,παρατεταμένη σωματική ή ψυχική οδύνη που βιώνεται ως βασανισμός,prolonged physical or mental torment,"['βασανιστήριο', 'ταλαιπωρία', 'οδύνη', 'κακουχία']","['torment', 'ordeal', 'agony', 'torture']",Τα ψυχικά και σωματικά μαρτύρια που είχε τραβήξει μες στη φυλακή είχαν κλονίσει την υγεία του.,0.48,re
EL2399,μαρτύριο,NOUN,0.46,Event,"σκόπιμος βασανισμός που προκαλεί έντονο σωματικό ή ψυχικό πόνο, ιστορικά έως θανάτου (λ.χ. θρησκευτικοί διωγμοί)",torture : deliberate infliction of severe suffering,"['βασανισμός', 'πάθη', 'κολαστήριο']","['torture', 'ordeal', 'martyrdom']",Yπέφερε και το μαρτύριο γινόταν πιο έντονο όταν του ζήτησε να αλείψει με λάδι την πλάτη της.,0.36,re
EL1314,μασονία,NOUN,0.62,State,"μυστική αδελφότητα με τελετές, ιεραρχία και αλληλοϋποστήριξη των μελών",secret brotherhood known as Freemasonry,"['τεκτονισμός', 'μυστική στοά', 'μυητική αδελφότητα']","['Freemasonry', 'Masonic order', 'secret lodge']","Σεραφείμ Πειραιώς, ''Τεκτονισμός, Μασονία- Η αποκρυφιστική και παγανιστική λατρεία του Εωσφόρου''.",0.22,cds
EL1313,μασόνος,ADJ,0.59,Person,μέλος της μυστικής αδελφότητας των τεκτόνων,member of the Freemasons,"['τέκτονας', 'αδελφός', 'μυημένος', 'μέλος στοάς']","['freemason', 'mason', 'brother', 'lodge member']","username username username Παναιρετικός, οικουμενιστής, μασόνος, πρόδομος του Αντιχρίστου. Μια έρευνα στο διαδίκτυο των πεπραγμένων του θα σας διαφωτίσει.",0.82,cds
EL1313,μασόνος,ADJ,0.59,Person,"συλλεκτικός χαρακτηρισμός για άτομο που θεωρείται προδότης, πράκτορας ή μέλος σκοτεινής συνωμοσίας",mason (slur) : person branded as conspirator,"['καρτέλας', 'πράκτορας', 'ανθέλληνας']","['mason (pejor.)', 'secret-society shill']",Μασόνος και ανθέλληνας,0.8,cds
EL1230,μαστροπεία,NOUN,0.84,Repetitive_Action,"οργανωμένη, διαρκής εκμετάλλευση προσώπων στην πορνεία από εγκληματική ομάδα· κύκλωμα",habitual procuring of prostitutes for profit,"['νταβατζιλίκι', 'κύκλωμα', 'εμπορία σεξ', 'διακίνηση πορνείας']","['pimping', 'procuring', 'sex trafficking', 'pandering']",Σοκάρει η κατάθεση που «καίει» το κύκλωμα μαστροπείας: Με ανάγκαζαν να πηγαίνω με πολλούς πελάτες και απέβαλα,0.67,cds
EL323,μαστροπός,NOUN,0.82,Person,άτομο που κερδίζει χρήμα κανονίζοντας ή εξαναγκάζοντας άλλους να εκδίδονται,pimp who profits from prostitution,"['νταβατζής', 'προαγωγός', 'εκμεταλλευτής', 'προστάτης']","['pimp', 'procurer', 'sex trafficker', 'exploiter']",Το «μπορντέλο της κόλασης». Οι τρομερές γυναίκες μαστροποί που σκότωναν τις ιερόδουλες όταν αρρώσταιναν. Η...,0.49,cds
EL565,ματαιοδοξία,NOUN,0.34,Behavioral_Trait,υπερβολική ανάγκη για θαυμασμό και προβολή,excessive vanity,"['έπαρση', 'κομπορρημοσύνη', 'φιλαρέσκεια', 'αλαζονεία']","['vanity', 'conceit', 'vainglory', 'self-admiration']","Χτυπούσε το φύλλο του με πείσμα για να με διώξει, είχε πειραχτεί η ανδρική του ματαιοδοξία.",0.6,cds
EL1331,ματαιοπονία,NOUN,0.57,Repetitive_Action,κόπος και χρόνος που ξοδεύονται σε ενέργεια χωρίς αποτέλεσμα,"vain, futile effort","['μάταιος κόπος', 'ατελέσφορη προσπάθεια', 'χαμένος κόπος', 'κουραστικό τίποτα']","['futile effort', 'fruitless toil', 'wasted labor', 'vain attempt']",(Να και η ματαιοπονία!).,0.36,svp
EL1332,ματαιότητα,NOUN,0.31,State,κατάσταση στοχασμού ότι όλα είναι ανούσια και χωρίς σκοπό,state of futility or pointlessness,"['κενότητα', 'ασημαντότητα', 'ανουσιότητα', 'ματαιοπονία']","['futility', 'emptiness', 'pointlessness', 'vanity']","Ματαιωσεις, ματαιοτητες και ματαιοπονίες! ΚουκουΒικοι που πιστευουν οτι καλιγωσαν τον ψυλλο, οι γατοι με τα πεταλα!",0.73,svp
EL572,ματαιοφροσύνη,NOUN,0.33,Behavioral_Trait,έμφαση σε κενό εγωισμό και επίδειξη για ασήμαντα επιτεύγματα,"empty pride, vainglory","['ματαιοδοξία', 'κομπασμός', 'έπαρση', 'αλαζονεία']","['vainglory', 'vanity', 'conceit', 'bragging']","""..Ύφος μακαρονίστικο, μεγάλη εκζήτηση και ματαιοφροσύνη. Παιχνίδια λέξεων, στόμφος και προσποίηση."" , Αλσέστ.",,svp
EL1948,μαύρος,ADJ,0.33,Person,ρατσιστική αναφορά σε άτομο αφρικανικής καταγωγής,racist label for a person of African descent,"['αράπης', 'νέγρος', 'μαυρούκος', 'ζούγκλας']","['negro', 'darkie', 'blackie', 'black']",username username username username Για να δηλώνεις δεξιός το 2022 και να πιστεύεις πως η ΕΔ είναι αντιπολίτευση της ΝΔ μάλλον δεν ξεπερνάς το iq ενός μέσου Αφρικανού μαύρου εύζωνα.,0.82,ps
EL1948,μαύρος,ADJ,0.33,Behavioral_Trait,"Μεταφορικός χαρακτηρισμός δυστυχισμένης, σκληρής ζωής ή κακοτυχίας που βιώνει κάποιος",wretched (living in or characterized by misery),"['δυστυχισμένος', 'αθλιός', 'καημένος']","['wretched', 'miserable']",Δεν παραλείπει ευκαιρία να με συγχύσει και να μου κάνει τη ζωή μαύρη.,0.47,ps
EL1948,μαύρος,ADJ,0.33,Object,"Χρήματα που αποκτώνται ή διακινούνται παράνομα, χωρίς καταγραφή στη φορολογική αρχή",black money (funds obtained through illicit means and not declared),"['βρώμικο χρήμα', 'αδήλωτα κεφάλαια']","['black money', 'illegal funds']","Τώρα, αν αυτό ήταν μίζα ή κάτι άλλο, δεν το ξέρω, αλλά κάπου θα βρούμε την άκρη, είτε εμείς είτε η Αρχή για το ξέπλυμα μαύρου χρήματος».",0.72,ps
EL1948,μαύρος,ADJ,0.33,Object,"Λαϊκός όρος για κάνναβη ή χασίς, που χρησιμοποιείται ως ναρκωτική ουσία",grass (slang for cannabis),"['μπάφος', 'φούντα']","['grass', 'pot', 'weed']",,,ps
EL1772,μαφία,NOUN,0.69,Object,"οργανωμένη εγκληματική ένωση με ιεραρχία, κώδικα σιωπής και βασική δραστηριότητα τον εκβιασμό, την προστασία και παράνομα δίκτυα εμπορίου",organized crime syndicate,"['συμμορία', 'οργανωμένο έγκλημα', 'σπείρα', 'υπόκοσμος']","['mafia', 'mob', 'crime syndicate', 'gang']",Και η άκρη που βρήκε τον οδήγησε στη μαφία.,0.49,cds
EL1772,μαφία,NOUN,0.69,Object,κλειστό δίκτυο προσώπων που εκμεταλλεύεται θεσμούς ή πόρους με αδιαφανή μέσα,shadow clique : corrupt inner circle,"['παραμάγαζο', 'κλίκα', 'παρακράτος']","['cabal', 'old-boy network']","Πάντως δεν την είδε σαν λάφυρο και τσιφλίκι του πατέρα του, όπως την βλέπει το καθεστώς Μητσοτάκη, δηλαδή η μαφία που εσείς ψηφίσατε!",0.62,cds
EL519,μαφιόζος,NOUN,0.89,Person,μέλος ή συνεργός οργανωμένης εγκληματικής ομάδας που ασκεί βία,"member of the mafia, mobster","['γκάνγκστερ', 'νονός', 'κακοποιός', 'μπράβος']","['mafioso', 'mobster', 'gangster', 'crime boss']","Μπορεί να την πάρουν μακριά.» «Δεν θα την πάρει κανείς.» Και όσο ο απόστρατος μαφιόζος του Ραμόν άρχισε να καταστρώνει τα σχέδιά του, ο Άγγελος, από το άλλο στρατόπεδο, προσπαθούσε να κρύψει καλά τη Μυρτώ για να μην τη βρουν.",0.5,cds
EL519,μαφιόζος,NOUN,0.89,Person,"άτομο που δρα εκβιαστικά, χρησιμοποιώντας διασυνδέσεις και απειλές, χωρίς να ανήκει κατ’ ανάγκη σε εγκληματική ομάδα",racketeer : bully using underworld methods,"['μπράβος', 'τραμπούκος', 'νταβατζής'","['racketeer', 'enforcer']",username εμένα εδώ κ καιρό.......ο μαφιόζος που το παίζει δημοσιογράφος..,0.6,cds
EL2260,μεγαλορρήμονας,ADJ,0.43,Person,άτομο που μιλά με πομπώδη λόγια και υπερβολές για να εντυπωσιάσει,"grandiloquent, bombastic person","['φανφαρόνος', 'κομπαστής', 'υπερφίαλος', 'πομπώδης']","['blowhard', 'windbag', 'big-talker', 'bombastic speaker']",Τα μεγάλα λόγια και οι καυχησιολογίες είναι ίδιον των πολιτευτών οι οποίοι βρίσκονται στο προσκήνιο τον τελευταίο καιρό. Μεγαλορρήμονας προσωπικά δεν εύχομαι να γίνω...#Πνευματικος #υγεία#εξετασεις,,qas
EL728,μεθώ,VERB,0.16,Event,ενέργεια κατά την οποία κάποιος καταναλώνει πολύ αλκοόλ και χάνει τον έλεγχο των πράξεών του,act of drinking excessive alcohol and losing control,"['τα πίνω', 'αλκοολίζομαι', 'ξεφαντώνω']","['get drunk', 'intoxicate', 'booze up']","ποιός ξερνά; RT username ο σκοτεινός μου εαυτός πίνει, ο φωτεινός μεθά",0.39,qas
EL728,μεθώ,VERB,0.16,Event,"σε κατάσταση που επικρατεί έντονη χαρά, συγκίνηση ή ενθουσιασμό που θαμπώνει την κρίση",be elated : feel intoxicated by strong positive emotion,"['συνεπαίρνομαι', 'εκστασιάζομαι']","['be elated', 'be intoxicated (fig.)']",Καμιά φορά όταν στα μάτια σε κοιτώ. Μέσα τους χάνομαι και νιώθω πως μεθώ…#Pagidevmenoi,,qas
