id	lemma	pos	synset	synset_lemma	synset_category	definition	exam_category	example
BG1480	неук	adj	Synset('btbwn-000000747-s')	['необразован', 'неук', 'невеж', 'неграмотен', 'сляп', 'невежа', 'непросветен', 'безпросветен', 'малограмотен', 'малообразован']	adj.all	Който не е учил, който няма никакво образование.	ddp	[На тази неука жена каква друга работа да й се осигури?;Самите те са неуки, лексиката им е бедна, а общата култура липсва!;Само неук идиот може да лекува сериозни състояния със звуци.;Израства в бедно семейство. Баща му Йонас (на иврит Jochanan) бил неук рибар.]
BG1484	неумолимост	noun	[no_synset]	[no_synset_lemma]	 	Качество или проява на неумолим.	qas	[Твоята неумолимост няма нищо общо с принципност - тя е чиста злоба, облечена в самодоволна праведност.;Под прикритието на неумолимост, ти просто мачкаш хората - не защото си прав, а защото можеш.;Наричаш се принципен, но това не е принципност - това е сляпа неумолимост, граничеща с фанатизъм.;Само ти можеш с такава неумолимост да съсипеш някого и да заспиш спокойно.]
BG1292	нехранимайко	noun	Synset('btbwn-018001712-n')	['безделник', 'безделница', 'лумпен', 'нехранимайко', 'хаймана', 'непрокопсаник', 'пройдоха', 'вагабонтин', 'хаирсъзин', 'бараба', 'хайта', 'панта', 'обесник', 'капасъзин', 'вагабонт', 'багабонтин', 'багабонт', 'непрокопсаница', 'обесница', 'нехранимайка', 'нехранимайковец']	noun.person	Човек, който не работи, не желае да работи и води празен живот, обикновено поради леност, мързел.	dmc	["Жоро може да е побойник и нехранимайко, обаче е джентълмен, подсигури с къща дългогодишната си приятелка Анна-Рая, която през 2009 г. до дари с дъщеричка - Анджела", хвалят го аверите му. ;Нека ги изколят до един тези нехранимайковци!;Момиче от долината Сан Фернандо се влюбва в холивудски нехранимайко за ужас на своите социално осъзнати приятели.]
BG2173	нечист	adj	Synset('btbwn-000001060-s')	['нечист', 'нечестив']	adj.all	Който е въплъщение на силите на злото.	cds	[За далекото стигане, драги Маркизе, съм имал - и имаме разговори с приятели - може ли един нечист човек, пък наречен той и творец, да предаде нещо чисто, нещо човешко като внушение.;Дълбоко съчувствам на тези с добра репутация, но с болно его, нечиста душа и непочтено поведение.]
BG1788	нечистотия	noun	[no_synset]	[no_synset_lemma]	 	Прен. Нечестна, подла, низка постъпка.	cds	[Когато се появи през 2001-ва година, беше нещо ново на фона на цялата политическа нечистотия.;Тази мисъл има известни нечистотии в себе си.;Подобна нечистотия говори достатъчно за човека, който я извършва - ни чест, ни съвест, ни капка достойнство.]
BG1531	нещастен	adj	Synset('btbwn-000000982-a')	['злощастен', 'нещастен', 'многострадален', 'несретен', 'злочест']	adj.all	Който е лишен от щастие, радост, който не е облагодетелстван от съдбата, поради което има зла участ и му се случват повече лоши неща.	qas	[Вземи най-накрая да прочетеш в Гугъл за разликата между нормално, свястно момиче с морал, фригидно и зла, самотна и нещастна курва като теб.;Това са едни нещастни нагли твари, които само ядат от нашите доходи, под формата на незаслужено високи пенсии – 50 лв. са си цифра, няма какво да се лъжем.;Леле, нещастно леке такова… — Карлинг понечи да стане. Дан притисна стъпалото си до гърдите му и го избута обратно до стената: — Явно съм успял да те заинтригувам.]
BG1123	нещастник	noun	[no_synset]	[no_synset_lemma]	 	Прен. Разг. Пренебр. Жалък, незначителен човек.	dmc	[Такъв долен нещастник това заслужава!;Нещастникът обаче се бе вцепенил и не се отдръпна от пътя му било от страх, било защото не вярваше на очите си.;Боже мой, боже мой - как съм я гледал с часове и съм завиждал на оня мръсен, долен нещастник, наречен Пенчо Славейков, който й ходеше на гости.]
BG12	низост	noun	Synset('btbwn-004000681-n')	['низост', 'безчестие', 'подлост', 'непочтеност', 'мерзост', 'мръсотия', 'гадост', 'мерзавщина', 'мизерия', 'кал']	noun.act	Нечестна, недостойна, подла проява, постъпка.	dmc	["Не мога да си представя такава низост и подлост“, написа съпругата на Наско Сираков във Фейсбук.;Недоумявам до каква низост и падение провалилият се в три български въстания някогашен революционер погубва безпощадно такива забележителни българи като Атанас Узунов, Олимпий Панов, Коста Паница и други десетки светли умове на нацията ни. ;Дует Ритон не биваше да позволяват тази низост, убедени са почитателите им!]
BG2427	нимфомания	noun	Synset('btbwn-012000158-n')	['нимфомания']	noun.feeling	Болестна проява на засилено полово влечение у жената.	ddp	[Всъщност, политическата нимфомания на Нинова я доведе до хаотична подмяна на хора в управленските редици, която тя представя като "промяна" към по-добро, някакъв вид "перестройка".]
BG2428	нимфоманка	noun	Synset('btbwn-018003349-n')	['нимфоманка']	noun.person	Жена, която проявява болезнено повишена полова възбудимост.	ddp	[Викайте ми болна нимфоманка, ако така ще се почувствате по-добре.;Да, младо момиче, много младо и нимфоманка до ушите.;Тя обаче се оказа тъпа нимфоманка и с кого ли не спа, с двамата ми уж приятели, които ми се правеха на такива ..., с другите.]
BG1986	новобогаташ	noun	Synset('btbwn-018001415-n')	['новобогаташ', 'парвеню', 'новобогаташка']	noun.person	Малокултурен забогатял човек, който е успял да влезе в аристократични или високопоставени среди, като се стреми да им подражава.	is	[Оказва се, че мултакът Христо Асенов, познат повече с прякора Бацата, живее в княжество Монако като руски новобогаташ.;Помислих си, каза ми той, че е някакъв зализан и гелосан новобогаташ, понеже в този край някои хора забогатяха изведнъж от земеделие, рекох си - ще е някой от тях.;Еее, голям си новобогаташ. Онзи ден продаде 3 пакета с наркотици и днес вече е най-вървежният бизнесмен. Голяма работа стана.]
BG1461	нонсенс	noun	[no_synset]	[no_synset_lemma]	 	Книж. Безсмислица, глупост, нелепост.	qas	[Това е правен нонсенс, нещо като дървено желязо.;Хари явно е попил целия нонсенс и го повтаря автоматично, без никаква рефлексия или критично мислене.;Той ръси само нонсенси, нищо не разбира.]
BG1621	нужник	noun	Synset('btbwn-006001679-n')	['нужник', 'тоалетна', 'клозет', 'тоалет', 'кенеф']	noun.artifact	Малко помещение в дом, обществено място или обществено заведение, използвано за отходно място и обикновено обзаведено с огледало, чешма и други.	qas	[Бездомник и неговите дружки се настаниха пред входа на блок в Пловдив и го превърнаха в нужник.;Баща ми, част от моя свят, наскоро бе от мен опят, а храмът в нужник е превърнат!]
BG1658	нърд	noun	[no_synset]	[no_synset_lemma]	 	Идва от английското nerd. Обикновено описва хора, които са социално неадекватни, но и изключително интелигентни и обсесивни. Често прекарват времето си в дейности, които повечето хора описват като "смотани" (четене, видео-игри, изучаване на субкултури и т.н.). Не е рядкост в интересите им силно да се намесват високотехнически теми, или такива, в които има силно интегрирани научна фантастика и/или фентъзи.	dmc	[Великите любовни истории: Марк Зъкърбърг и Присила Чан – компютърният нърд и амбициозната китайка, които се влюбиха пред една тоалетна и създадоха империя за милиарди.;Има нещо неизживяно в детството, което те прави истински нърд.;Без значение дали си падаш по чудовища и гноми, лазерни мечове или мутирали зомбита мозъкоядци, най-вероятно си нърд, ако предпочиташ тези приказки пред неореализма.]
BG635	обида	noun	Synset('btbwn-004001178-n')	['обида', 'унижение', 'оскърбление', 'афронт']	noun.act	Действие или думи, с които несправедливо, незаслужено се накърнява честта, достойнството на човека.	qas	[Ти си обида за семейството!]
BG1594	обирник	noun	Synset('btbwn-018001227-n')	['мародер', 'пират', 'грабител', 'хайдутин', 'обирджия', 'разбойник', 'хайдут', 'хайдук', 'пиратка', 'обирник', 'разбойничка', 'грабителка', 'обирница', 'обирач', 'обирачка', 'плячкаджия', 'ограбвач', 'обирджийка', 'плячкаджийка', 'хайдукиня', 'хайдутка', 'мародерка']	noun.person	Човек, който присвоява, ограбва чужд имот или труд, който се обогатява за сметка на другите, без да подбира средства.	re	[След като държавната власт в лицето на своя бирник или както му казва чичо Ранко — обирник, свърши своята мисия, парите преминат от ръце на ръце — през евреина, селяните и бирника.;Дума ставаше от няколко време между тях за присъствието в града на една зловредна шайка крадци и обирници, за хващането на които всичките трудове на полицията оставаха ялови.;Антиинвестиции. Всички любители на книгата се възмутиха, когато научиха за заниманието на господин Де Каро, директор и обирник на библиотеката „Джироламини“ в Неапол, защото изглежда, че от години не само търгува с крадени книги, ами и създава изкусни фалшификати.]
BG1124	овца	noun	Synset('btbwn-018003290-n')	['овца']	noun.person	Кротък, глупав, слабоволев човек.	an	[Тая гадна овца не е ли чела "Записки по българските въстания" на Захари Стоянов?;Ти си тъпа овца и простотията ти е видна - това е достатъчно!;Тя обиди Корнелия Нинова, че е тъпа овца.]
BG1826	овчар	noun	Synset('btbwn-018001275-n')	['овчар', 'овчарка', 'овчарче', 'чобан', 'чобанин', 'чобанка', 'овцевъд', 'овцевъдец', 'овцевъдка', 'овцегледач', 'овцегледачка']	noun.person	Човек, който пасе овце.	pa	[Може да си тъп овчар или горски пъдар, но братовчед на кмета.  ;Достатъчен ни е прост овчар, важното е той да може да блее в тон със стадото.;- Ей, овчар, така и така си без акъл, я иди да налееш вода в менците. Поне за това ставаш.]
BG1820	овчи	adj	Synset('btbwn-000007401-a')	['овчи']	adj.all	Който е присъщ на покорен, кротък и възглупав като овца човек.	an	[Ама ние сме толкова овчи народ, че без да знаем, много говорим, ако и двамата бяха българи, щяхте да се чудите кой е виновният.;На никоя овча душа обаче не му прави впечатление едно от изреченията в предполагаемия разговор, в което става въпрос за "Ханс Зайдел".]
BG2270	окаян	adj	Synset('btbwn-000002270-s')	['окаян', 'плачевен']	adj.all	Който е в много лошо състояние или е от лошо качество.	is	[Аз не мога да бъда нещастен, задето една окаяна жена е направила престъпление; трябва само да намеря най-добрия изход от това тежко положение, в което тя ме поставя.;Съдията си помисли, че рядко бе виждал по-окаяна премяна, но знаеше, че този негов хитър стар помощник обича пестеливостта.]
BG2270	окаян	adj	Synset('btbwn-000002270-s')	['окаян', 'плачевен']	adj.all	Който е в много лошо състояние или е от лошо качество.	qas	[Всичко останало е окаян боклук, като това особено важи за въпросните тампони на "шишовете".;Имаше такъв окаян вид, като че ли очакваше да го осъдят на смърт.]
BG1909	омерта	noun	[no_synset]	[no_synset_lemma]	 	Обикновено касае мълчанието относно престъпление или обстоятелствата, свързани с него, по начин да възпрепятства издирването и предаването на правосъдието на виновния, и обикновено е резултат на преки интереси или страх. В този смисъл се използва и като правен термин. Понякога се използва и като солидарност между престъпници в по-общ смисъл.	cds	[Корнелия Нинова: ГЕРБ и новата коалиция правят кабинет на омертата и жаждата за власт.;Изобщо мантрата, който крал, крал, дайте да не се обръщаме назад, а да гледаме напред, е най-консолидиращият фактор за партийните елити на прехода, тя е омертата на перестроечната мафия.;И без това Пеевски не е от най-приказливите, омертата ще му отива.]
BG1682	остгот	noun	Synset('btbwn-018003268-n')	['остготи', 'остроготите', 'острогот', 'остгот']	noun.person	Представител на германско племе, източен клон на по-старото племе готи, които са мигрирали на юг от Балтийско море и през III и IV век те създават свое кралство на север от Черно море.	ps	[Трюдо дори ги нарече „банда остготи“, тръгнали на почивка, и заяви, че канадското правителство възприема случилото се като изключително сериозно.;Как да не си бе, кипвам аз, да не би аз да съм ги измислил всичките тези остготи, вестготи, разните му там германи, тевтонци и келти, нали цялата тази сюрия бяхте в Империята?]
BG820	отпадък	noun	Synset('btbwn-027000267-n')	['боклук', 'отпадък', 'смет', 'измет']	noun.substance	Непотребни неща, предмети, обикновено развалени, повредени и подобни, които са за изхвърляне.	qas	[Там те са им само напълно безполезен човешки отпадък.;Защо изобщо се занимавате с някакъв човешки отпадък, който даже не може да дефинира какво точно го притеснява?]
BG820	отпадък	noun	Synset('btbwn-027000267-n')	['боклук', 'отпадък', 'смет', 'измет']	noun.substance	Непотребни неща, предмети, обикновено развалени, повредени и подобни, които са за изхвърляне.	cds	[Деградирал отпадък на обществото насъсква питбула си да дави домашни любимци - цял пловдивски квартал е пропищял от долния тип.]
BG1796	отрепка	noun	Synset('btbwn-018000508-n')	['нищожество', 'отрепка', 'нула', 'никаквец', 'нищожник', 'безличие', 'пигмей']	noun.person	Човек, който няма никакви достойнства, качества, който е съвсем незначителен, нищожен в обществото.	cds	[Призна що за развратна отрепка е щерка й и че мястото й е в затвора.;Но иначе си права – мразя наркоманите съвсем искрено, на мнение съм, че са долни отрепки, които обаче заслужават помощ.;Филип е имал много бурни младежки години, когато е бил направо отрепка и е живял изключително бурно.]
BG2404	отстъпник	noun	Synset('btbwn-018002383-n')	['отстъпник', 'отстъпница', 'ренегат', 'ренегатка']	noun.person	Човек, който е изменил убежденията си, отрекъл се е от политическите си възгледи и е преминал на страната на противника.	is	[Наричали го Отстъпник, защото се опитал да върне Рим към езичеството.;Папата е отстъпник, ние пазим традицията.;Нека припомним, че всеки, който работи открито и публично срещу официалната кандидатура на БСП, би следвало да се третира като отстъпник от партията и близък до върхушката на ГЕРБ.]
BG1839	охлюв	noun	[no_synset]	[no_synset_lemma]	 	Смотаняк, задръстеняк. Използва се предимно за мъже и описва неадекватно и плахо поведение.	an	[Ей, охлюв, почти няма фирма, която да не изпитва остър дефицит откъм кадри.;А бе, ей, охлюв, я не ми говори така.;Тоя гол охлюв директно си заминава от партията в момента, в който бъде свалена Нинова като един от най-яростните й поддръжници.]
BG1	падение	noun	Synset('btbwn-026000339-n')	['разложение', 'развала', 'упадък', 'падение', 'западане', 'упадане']	noun.state	Физическо, нравствено, обществено или културно отслабване.	dmc	[Румен Радев: моралното падение на един "натовски генерал".;Срам, позор и пълно падение на герберастите!;Падение: Вместо да учат, ученички играят кючек в 203-то училище.]
BG373	палав	adj	[no_synset]	[no_synset_lemma]	 	В който се проявява или изразява такова качество; необуздан, буен или похотлив.	cds	[34-годишната звезда разкри и подробности около последното си видео, където ще я видим именно в светлината на „палава развратница“. ;Нямаше да се безпокоя заради обикновено палаво хлапе.;Уви, само Бонбонова е другата, която по-палаво се заиграва около водата.]
BG156	палячо	noun	Synset('btbwn-018000518-n')	['шут', 'клоун', 'палячо']	noun.person	Човек, който се държи несериозно, нетактично или демагогски и предизвиква неодобрение, презрение.	cds	[Собственикът, или какъвто е там някакъв смешен палячо, ме напсува зад гърба и да се радва, че бяха 5-6 маймуни иначе сега щеше да е някъде другаде.;Макар да е напълно безчувствен, у него са останали две неща – страхът от обречената загуба на Третия райх и болезненото осъзнаване, че е станал палячо на нацистите.;Палячо, отборът на Ботев съществува много преди Локо, Марица и Спартак. Ходи си ръси простотиите другаде.]
BG1199	палячовщина	noun	[no_synset]	[no_synset_lemma]	 	Глупава, непристойна постъпка (целяща да предизвика смях).	cds	[Интелигенцията е омерзена от това, че е заместена от цялата тази палячовщина.;А Рачков с неговите палячовщина прекалява!;Другото нещо, което избожда очите ни, е наглата палячовщина на дуото Марков-Янев.]
BG1718	папагал	noun	Synset('btbwn-018003409-n')	['папагал']	noun.person	Човек, който повтаря наготово чужди думи и мисли.	an	[Да, за министър Йорданова и това няма значение, важното е само да повтаря като папагал мантрата на Прокопиев, как Гешев бил прикрил Пеевски по разследването КТБ.;Стегни се, че хората те мислят за папагал.;Журналистите като папагали питаха "с кого бихте се коалирали".]
BG1694	папарак	noun	Synset('btbwn-018001080-n')	['папарак', 'папарачка']	noun.person	Фотограф, който следи и скрито снима известни личности с цел сензация, шантаж или лично облагодетелстване.	pa	[Може да съм гаден папарак, но това не означава, че нямам принципи — натърти той, като гледаше втренчено Карл.;Долни папараци, не ви ли е срам да докосвате световна икона!?;Заради статута си, Дъф се опитва всячески да предпази малчуганите от светлината на прожекторите и нахалните папараци.]
BG1707	паразит	noun	Synset('btbwn-018000919-n')	['паразит']	noun.person	Човек, който живее за сметка на чужд труд.	qas	[Но драматичният крах на илюзиите й, разочарованието от студения егоист и социален паразит Тихов, в когото си въобразява, че се влюбва, я кара да преосмисли постъпката си и макар подир мъчителни колебания тя все пак се завръща в Русе при своя всеопрощаващ съпруг Гойчев, инак блед и невзрачен образ, но според автора олицетворение на онази душевна уравносвесеност, скромност и трудолюбие, които единствено могат да опазят хората от морална поквара или да им помогнат да се отърсят от нея, ако разложителните й процеси са започнали.;В природата по-гаден паразит от туриста няма.]
BG1707	паразит	noun	Synset('btbwn-018000919-n')	['паразит']	noun.person	Човек, който живее за сметка на чужд труд.	an	[Най-сетне осъзнах, че думите му: „Ти си един гаден паразит, достоен само за изтребление“ са породени от състрадание, а не от гняв.;И нека е ясно на всички - самотните майки са огромен социален паразит.;Това не са хора, а баш долни лигави паразити , които живеят живот назаем и за разход на кислород.]
BG1709	паразитирам	verb	[no_synset]	[no_synset_lemma]	 	Прен. Книж. Живея, съществувам, като използвам чужд труд; паразитствам.	qas	[Някой отвън ни раздели на русофили и русофоби и паразитира като вампир върху това.;Борисов, Гешев, Цацаров и Пеевски са върхът на това мафиотско съзаклятие, а под техен контрол са все още част от тайните служби и МВР, прокуратурата и олигархичният кръг, който от години паразитира върху държавата.;От Метерних, който пръв разработва темата, до Фридрих Науман (чийто труд Mitteleuropa от 1915 г. кодифицира съвременната му употреба), самата концепция за някаква зона от Европа, наречена централна, паразитира върху проблема за германското обединение.]
BG1985	парвеню	noun	Synset('btbwn-018001449-n')	['говедо', 'простак', 'дебелак', 'чукундур', 'парвеню', 'простачка', 'простакиня', 'простакеса', 'примитив', 'байганьовец', 'дървеняк', 'фасулко', 'тутманик']	noun.person	Необразован, невеж, невъзпитан, груб човек.	cds	[Путин направи окончателния си избор и от парвеню се превърна в посмешище. ;В тях Сидеров казал за Халваджиян, че е контрабандист, че ограбвал българите, че манипулира и мами зрителите, че е парвеню, лъжец, а предаванията му са турлюгювечи, както и че получава пари за мръсни поръчки – за окарикатуряване на личности.;Падението на тези парвенюта е радващото, глупакът е най-хубав, когато сам разбере, че е глупак, това се случи на Колежа!]
BG610	парий	noun	[no_synset]	[no_synset_lemma]	 	Прен. Безправен, много беден човек, без собственост, към когото обикн. се отнасят с презрение; плебей.	dmc	[По време на предизборната си кампания Байдън се зарече да превърне Саудитска Арабия в страна парий заради убийството през 2018 г. на журналиста Джамал Хашоги.]
BG610	парий	noun	[no_synset]	[no_synset_lemma]	 	Прен. Безправен, много беден човек, без собственост, към когото обикн. се отнасят с презрение; плебей.	is	[Ясно е, че Путин губи войната в Украйна, губи войната и вкъщи и е станал нещо като парий за целия свят.;Смятани за парии от другите движения, "те ще останат затворени в своето гето" в парламента, предсказва той.]
BG779	педал	noun	Synset('btbwn-018001792-n')	['гей', 'хомосексуалист', 'хомосексуалистка', 'обратен', 'обратна', 'педераст', 'педал', 'лесбийка', 'манаф', 'манафин', 'мъжеложец']	noun.person	Човек, който изпитва полово влечение към лица от своя пол и влиза в интимен контакт с тях.	om	[Теди Сап е гаден педал — натърти Делрой. — Което едва ли ще се отрази неблагоприятно на достоверността на свидетелските му показания — отвърна Бекър.;Вашите пък руски ядрени оръжия ги контрорират Китай и Иран, болен мозък, тъп педал, ха-ха-ха.;А, бе, педали, защо плюете човека, бре?! Плюйте правителството на Боко Тиквата, което се подиграва с българските работници и пенсионери!]
BG2016	педант	noun	Synset('btbwn-018002002-n')	['педант', 'педантка']	noun.person	Човек, който е придирчив по отношение на дреболиите или на външната страна на нещата.	cds	[Серкан Болат е страхливец и педант.;Не си мислете, че вярвам на всичко, което се говори за тях, но просто баща ми е толкова голям педант, че не бих искал да влизам в спорове с него.;Но понеже съм педант, дълго се въздържах от страх, че ще се проваля, обяснява Яна.]
BG1689	педераст	noun	Synset('btbwn-018001792-n')	['гей', 'хомосексуалист', 'хомосексуалистка', 'обратен', 'обратна', 'педераст', 'педал', 'лесбийка', 'манаф', 'манафин', 'мъжеложец']	noun.person	Човек, който изпитва полово влечение към лица от своя пол и влиза в интимен контакт с тях.	om	[България няма да приеме за премиер педераст.;– Ако не млъкнете, аз самият ще ви ударя едно кроше. Албърт Коснър събра цялата си смелост и каза: – И аз, педераст такъв. Каза го и усети огромно облекчение.;Сега тия три бракувани корита на руснаците от Чурно море със смешните кинжали ли са кво е там бракми ще се изнижат като бити педерасти обратно в Крим!]
BG1691	педерастия	noun	Synset('btbwn-004000789-n')	['педерастия', 'мъжеложство']	noun.act	Хомосексуална интимна връзка, при която единият партньор е по-възрастен мъж, а другият – по-млад.	om	[След една политическа педерастия с Николай Бареков, избухна Милчев, при което евродепутатът обяви, че ще повърне в студиото.;Днес българите изчезват, България си отива и всякакви педерастии са позволени!]
BG1690	педерастки	adj	Synset('btbwn-000006793-a')	['педерастки', 'манафски']	adj.all	Който се отнася до педерастия, който се отнася до педераст, който е присъщ на педераст.	om	[Така че аз продължавам да уважавам Васа Ганчева и смятам, че това е... педерастки номер!;Хайде стига педерастки номера де, кошмари ще сънува, мене, колега, като ме удари с пържола по главата да не би да сънувам, че ме ядат прасета?;В този педерастки свят подчертаването на сексуалната ориентация е задължително, защото всичко може да се случи изневиделица.]
BG662	педофил	noun	Synset('btbwn-018001107-n')	['педофил', 'педофилка']	noun.person	Лице, което страда от педофилия.	pr	[И в град Тутракан има един гаден педофил Николай Петков Ралчев на 49 години.;Точно в този миг ми изглежда като долен педофил под прикритие...;Извратен педофил, тормозил с години деца в мрежата, докара до самоубийство 15-годишна.]
BG2102	пеленаче	noun	Synset('btbwn-018001806-n')	['бебе', 'пеленаче', 'кърмаче', 'сукалче', 'бебенце', 'бебче', 'бозайниче', 'пеленак']	noun.person	Малко дете, обикновено непроходило.	cds	[Тя е лично протеже на Борисов, а той мига невинен като пеленаче.;Та той е пеленаче пред дъртия пергишин Златко Стоянов.;Тъй като тв водещият до 37-ма годишна възраст живя при майка си Катето Евро, която го дондуркаше като пеленаче и се грижеше за всичко в къщата им в Кокалене, сега актьорът срещнал сериозни трудности с поддръжката на новия си дом.]
BG1961	пепелянка	noun	[no_synset]	[no_synset_lemma]	 	Прен. За злобен, зъл човек.	an	[Всички жени са зодия змия! А вътре си се деляха на подвидове. Например Мима си беше пепелянка.;Този Дремджиев се оказа голяма пепелянка.;Жената Телец – Ехидна пепелянка. Тя е женствена, самовлюбена и претенциозна.]
BG403	пес	noun	[no_synset]	[no_synset_lemma]	 	Прен. Грубо. Като сказ. опред., приложение или в обръщение, обикн. във възкл. изречение. За изразяване на отрицателно отношение към човек, който се възприема като зъл, проклет, жесток.	an	[Е, какво става с тебе, мръсен пес?;Май на теб ти хлопа гнилото мозъче, пес мръсен.;"Беше наистина голям урод и заслужаваше да умре като бездомен и въшлив пес", спомнят си „геройствата“ на пловдивската мутра местните жители.]
BG2078	пират	noun	Synset('btbwn-018001227-n')	['мародер', 'пират', 'грабител', 'хайдутин', 'обирджия', 'разбойник', 'хайдут', 'хайдук', 'пиратка', 'обирник', 'разбойничка', 'грабителка', 'обирница', 'обирач', 'обирачка', 'плячкаджия', 'ограбвач', 'обирджийка', 'плячкаджийка', 'хайдукиня', 'хайдутка', 'мародерка']	noun.person	Човек, който присвоява, ограбва чужд имот или труд, който се обогатява за сметка на другите, без да подбира средства.	re	[Кирил Петков и Асен Василев били "политически пирати", които използват президентския ореол.;Ама и там се бяха събрали едни хорица – не просто физици, а някакви пирати от висшата наука.]
BG317	пич	noun	Synset('btbwn-018000396-n')	['копеле', 'пич', 'незаконородено дете', 'извънбрачно дете', 'незаконно родено дете']	noun.person	Лице, което произхожда от родители, които не са свързани в законен брак.	qas	[Човече, защо трябва да си толкова зъл пич?;Почти на 100% съм сигурен, че сегашните управници са дъщери, синове, внуци на онези, дето ги плюеш, пич.;Ей, щях да го убия, бе! Казвам: "Пич, т'ва е от най-скъпите билети! Пише V.I.P. - четеш ли? К'во ме разкарвате като хаспел нагоре-надолу?!?". И тоя: "Аз ще ви пусна, ама няма да си стигнете до мястото, за което сте си платили...".]
BG2216	пиявица	noun	[no_synset]	[no_synset_lemma]	 	Прен. За ненаситен човек, който експлоатира другите.	an	[Тази никаквица, която се залепи за него като пиявица , след някой и друг ден ще роди и детето й ще иска наследство.;Тези пиявици много бързо реагират, а сайтът им 3 дена не работи.;Проблемът на българския народ е, че не наказва пиявиците, затова каквато и власт да дойде, си смучат.]
BG2081	плагиатствам	verb	Synset('btbwn-040000112-v')	['плагиатствам']	verb.possession	Представям чужди идеи, думи, съчинения като свои собствени.	re	[Съпругата на мексиканския президент обвини луксозната американска модна марка Ralph Lauren в това, че е плагиатства дизайни от коренното население на страната. ;Мария ми е много силна конкурентка, но 100% печели конкурси, защото плагиатства.]
BG2082	плагиатство	noun	Synset('btbwn-010000905-n')	['плагиатство', 'плагиаторство', 'плагиатстване']	noun.communication	Заимстване на част от научен труд, творба на изкуството или идея, без да е посочен източникът.	re	[Че тя е долно плагиатство от това представление...]
BG669	племе	noun	[no_synset]	[no_synset_lemma]	 	Прен. Хората от определено поколение, група или народност.	cds	[Просто сме си мизерно племе.;За пореден път се убеждавам, че журналистите са много просто племе.;Превърна се в първобитно племе нещастното ни родно общество, пише главният прокурор.]
